UserID,CourseID,CourseName,CourseCategory,CourseLevel,CourseRating,TransactionDate,Amount
U00758,CR00013,Finance for Startups,Business,Advanced,2.0,2025-02-15,0.0
U00759,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-04-06,0.78
U00760,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-12-29,327.99
U00760,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-12-23,0.0
U00760,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-12-06,0.0
U00760,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-12-03,394.26
U00760,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-11-22,0.0
U00760,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-09-14,0.0
U00760,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-09-02,89.59
U00760,CR00001,Python Basics,Programming,Beginner,4.74,2025-08-09,472.28
U00760,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-06-29,0.0
U00760,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-06-11,0.0
U00760,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-03-29,299.57
U00760,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-02-07,0.0
U00760,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-01-07,0.0
U00761,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-11-26,0.0
U00762,CR00039,Project Planning,Project Management,Advanced,1.23,2025-09-19,346.71
U00763,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-04-22,0.0
U00764,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-04-24,0.0
U00764,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-04-03,0.0
U00765,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-12-14,0.0
U00765,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-10-23,327.99
U00765,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-10-22,0.0
U00765,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-07-27,0.0
U00765,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-07-12,0.0
U00765,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-07-10,119.04
U00765,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-05-28,0.0
U00765,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-05-23,0.0
U00765,CR00039,Project Planning,Project Management,Advanced,1.23,2025-03-21,346.71
U00765,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-03-19,394.26
U00765,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-02-22,0.0
U00766,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-08-25,0.0
U00766,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-06-26,0.0
U00766,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-06-02,0.0
U00767,CR00013,Finance for Startups,Business,Advanced,2.0,2025-11-15,0.0
U00767,CR00007,UI/UX Design,Design,Advanced,2.61,2025-11-11,0.0
U00767,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-10-02,0.0
U00767,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-09-28,0.0
U00767,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-09-18,117.68
U00767,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-08-07,0.0
U00767,CR00001,Python Basics,Programming,Beginner,4.74,2025-06-14,472.28
U00767,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-05-23,0.0
U00767,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-05-17,415.51
U00767,CR00002,Java Programming,Programming,Intermediate,2.43,2025-04-29,0.0
U00767,CR00039,Project Planning,Project Management,Advanced,1.23,2025-04-27,346.71
U00767,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-02-03,177.34
U00767,CR00004,Advanced Python,Programming,Beginner,2.88,2025-01-26,0.0
U00767,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-01-09,0.0
U00768,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-12-18,0.0
U00768,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-01-15,0.0
U00769,CR00010,3D Modeling,Design,Advanced,4.45,2025-10-16,0.0
U00770,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-02-11,0.0
U00771,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-01-19,285.05
U00772,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-12-11,0.0
U00772,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-11-23,0.0
U00772,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-11-20,0.0
U00772,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-08-27,0.0
U00772,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-08-03,0.0
U00772,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-07-26,342.61
U00772,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-07-07,0.0
U00772,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-06-18,0.0
U00772,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-06-03,0.0
U00772,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-04-23,0.0
U00772,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-02-19,0.0
U00772,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-01-22,0.0
U00772,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-01-19,0.0
U00773,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-05-07,119.04
U00774,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-03-02,0.0
U00775,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-12-28,0.0
U00775,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-12-24,0.0
U00775,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-12-03,0.0
U00775,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-10-05,248.1
U00775,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-09-03,177.34
U00775,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-08-19,0.0
U00775,CR00002,Java Programming,Programming,Intermediate,2.43,2025-07-13,0.0
U00775,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-06-08,0.0
U00775,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-06-02,89.59
U00775,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-04-29,119.04
U00775,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-04-12,285.05
U00775,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-04-10,0.0
U00775,CR00001,Python Basics,Programming,Beginner,4.74,2025-03-03,472.28
U00775,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-01-22,0.0
U00776,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-04-02,490.9
U00777,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-12-06,0.0
U00777,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-06-06,212.39
U00777,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-03-29,299.57
U00777,CR00012,Business Strategy,Business,Advanced,3.64,2025-01-04,487.92
U00778,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-03-16,0.0
U00778,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-02-04,0.0
U00779,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-09-30,0.0
U00780,CR00002,Java Programming,Programming,Intermediate,2.43,2025-11-01,0.0
U00781,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-01-07,0.0
U00782,CR00007,UI/UX Design,Design,Advanced,2.61,2025-06-24,0.0
U00783,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-06-18,57.32
U00783,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-03-24,0.0
U00784,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-09-16,299.57
U00784,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-06-28,0.0
U00785,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-02-28,0.0
U00786,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-12-20,0.0
U00786,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-12-09,57.32
U00786,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-10-30,0.0
U00786,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-09-09,0.0
U00786,CR00010,3D Modeling,Design,Advanced,4.45,2025-08-14,0.0
U00786,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-07-21,119.04
U00786,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-06-08,276.37
U00786,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-04-24,394.26
U00786,CR00039,Project Planning,Project Management,Advanced,1.23,2025-04-20,346.71
U00786,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-03-21,0.0
U00786,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-03-10,0.0
U00786,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-03-03,0.0
U00786,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-02-12,0.0
U00787,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-11-01,0.0
U00787,CR00007,UI/UX Design,Design,Advanced,2.61,2025-07-29,0.0
U00787,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-07-13,0.0
U00787,CR00001,Python Basics,Programming,Beginner,4.74,2025-05-10,472.28
U00787,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-04-07,0.0
U00787,CR00051,HTML & CSS,Web Development,Advanced,1.3,2025-03-23,37.89
U00787,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-03-16,0.0
U00787,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-03-04,0.0
U00787,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-02-20,0.0
U00788,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-06-10,0.0
U00788,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-02-12,0.0
U00789,CR00051,HTML & CSS,Web Development,Advanced,1.3,2025-08-15,37.89
U00789,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-02-17,0.0
U00790,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-09-02,0.78
U00790,CR00039,Project Planning,Project Management,Advanced,1.23,2025-04-02,346.71
U00791,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-12-16,89.59
U00791,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-09-16,0.0
U00792,CR00039,Project Planning,Project Management,Advanced,1.23,2025-01-25,346.71
U00793,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-08-29,0.0
U00793,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-08-27,212.39
U00793,CR00007,UI/UX Design,Design,Advanced,2.61,2025-06-16,0.0
U00793,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-03-25,0.0
U00794,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-12-03,0.0
U00794,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-09-07,0.0
U00795,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-11-21,0.0
U00795,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-06-04,285.05
U00795,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-05-11,0.0
U00796,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-07-14,0.0
U00796,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-07-07,212.39
U00797,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-07-12,0.0
U00797,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-05-09,0.0
U00797,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-01-16,0.0
U00798,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-06-11,0.0
U00799,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-08-02,0.0
U00799,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-03-02,0.0
U00800,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-08-02,0.0
U00800,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-03-13,415.51
U00801,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-09-19,0.0
U00801,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-01-02,415.51
U00802,CR00014,Sales Mastery,Business,Advanced,3.15,2025-09-02,0.0
U00802,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-05-24,119.04
U00803,CR00014,Sales Mastery,Business,Advanced,3.15,2025-10-05,0.0
U00803,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-09-06,276.37
U00803,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-07-22,0.0
U00804,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-04-22,0.0
U00804,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-03-01,89.59
U00805,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-11-16,0.0
U00806,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-08-03,0.0
U00807,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-03-13,342.61
U00808,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-07-04,0.0
U00809,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-04-14,490.9
U00810,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-11-01,276.37
U00811,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-12-28,0.0
U00811,CR00012,Business Strategy,Business,Advanced,3.64,2025-09-10,487.92
U00811,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-04-30,0.0
U00812,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-12-02,0.0
U00812,CR00010,3D Modeling,Design,Advanced,4.45,2025-10-14,0.0
U00812,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-03-06,285.05
U00813,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-11-15,0.0
U00813,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-10-23,0.0
U00813,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-10-18,0.0
U00813,CR00013,Finance for Startups,Business,Advanced,2.0,2025-09-18,0.0
U00814,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-05-04,0.0
U00815,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-08-19,0.0
U00815,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-02-05,415.51
U00816,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-12-10,89.59
U00816,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-10-06,0.0
U00816,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-04-26,0.0
U00817,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-03-08,0.0
U00818,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-02-28,0.0
U00819,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-12-04,0.0
U00819,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-11-29,0.0
U00819,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-09-10,212.39
U00819,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-09-09,0.0
U00819,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-09-06,119.04
U00819,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-08-30,415.51
U00819,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-08-07,0.0
U00819,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-08-02,53.86
U00819,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-06-27,0.0
U00819,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-04-16,342.61
U00819,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-04-11,0.0
U00819,CR00013,Finance for Startups,Business,Advanced,2.0,2025-03-21,0.0
U00819,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-01-27,0.0
U00819,CR00007,UI/UX Design,Design,Advanced,2.61,2025-01-23,0.0
U00820,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-09-28,0.0
U00820,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-08-06,0.0
U00820,CR00012,Business Strategy,Business,Advanced,3.64,2025-04-30,487.92
U00821,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-12-27,0.0
U00821,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-12-08,0.0
U00821,CR00001,Python Basics,Programming,Beginner,4.74,2025-12-07,472.28
U00821,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-10-12,285.05
U00821,CR00039,Project Planning,Project Management,Advanced,1.23,2025-09-27,346.71
U00821,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-09-15,0.0
U00821,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-09-12,0.0
U00821,CR00051,HTML & CSS,Web Development,Advanced,1.3,2025-07-08,37.89
U00821,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-07-04,0.0
U00821,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-06-12,117.68
U00821,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-04-12,248.1
U00821,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-03-23,89.59
U00821,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-01-11,0.0
U00822,CR00002,Java Programming,Programming,Intermediate,2.43,2025-02-25,0.0
U00823,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-03-03,212.39
U00824,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-12-22,0.0
U00825,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-11-08,0.0
U00825,CR00012,Business Strategy,Business,Advanced,3.64,2025-09-22,487.92
U00825,CR00010,3D Modeling,Design,Advanced,4.45,2025-06-24,0.0
U00826,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-06-10,53.86
U00827,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-04-09,0.0
U00827,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-02-25,0.0
U00828,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-11-10,415.51
U00828,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-05-08,177.34
U00828,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-01-18,0.0
U00829,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-11-23,0.0
U00829,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-10-07,0.0
U00829,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-10-02,415.51
U00829,CR00039,Project Planning,Project Management,Advanced,1.23,2025-09-22,346.71
U00829,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-08-09,0.0
U00829,CR00010,3D Modeling,Design,Advanced,4.45,2025-07-29,0.0
U00829,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-07-22,0.0
U00829,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-07-22,0.0
U00829,CR00002,Java Programming,Programming,Intermediate,2.43,2025-06-24,0.0
U00829,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-06-03,327.99
U00829,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-06-03,0.0
U00829,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-04-27,0.0
U00829,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-02-08,0.0
U00829,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-02-06,248.1
U00829,CR00004,Advanced Python,Programming,Beginner,2.88,2025-01-20,0.0
U00829,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-01-17,0.0
U00830,CR00011,Entrepreneurship 101,Business,Intermediate,2.69,2025-05-15,326.02
U00831,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-08-01,0.0
U00831,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-07-21,0.0
U00832,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-06-08,0.0
U00833,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-12-05,0.0
U00833,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-09-21,0.0
U00833,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-03-13,0.0
U00834,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-09-25,0.0
U00835,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-07-23,0.0
U00836,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-11-27,0.0
U00836,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-11-24,0.0
U00836,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-11-18,299.57
U00836,CR00051,HTML & CSS,Web Development,Advanced,1.3,2025-11-08,37.89
U00836,CR00004,Advanced Python,Programming,Beginner,2.88,2025-11-04,0.0
U00836,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-11-03,212.39
U00836,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-10-19,0.0
U00836,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-09-28,0.0
U00836,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-08-22,53.86
U00836,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-08-10,327.99
U00836,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-08-10,0.0
U00836,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-07-20,0.0
U00836,CR00002,Java Programming,Programming,Intermediate,2.43,2025-05-25,0.0
U00836,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-04-27,0.0
U00836,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-02-13,0.0
U00837,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-09-06,0.0
U00837,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-05-24,0.0
U00837,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-04-14,285.05
U00837,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-04-02,0.0
U00838,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-12-24,0.0
U00838,CR00007,UI/UX Design,Design,Advanced,2.61,2025-12-14,0.0
U00838,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-12-13,0.0
U00838,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-11-19,0.0
U00838,CR00013,Finance for Startups,Business,Advanced,2.0,2025-11-02,0.0
U00838,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-09-14,117.68
U00838,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-06-27,0.0
U00838,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-03-28,299.57
U00838,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-03-13,490.9
U00838,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-03-07,0.0
U00838,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-01-23,0.0
U00838,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-01-20,119.04
U00839,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-08-13,0.0
U00840,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-12-21,0.0
U00840,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-12-14,0.0
U00840,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-08-05,394.26
U00841,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-07-29,0.0
U00842,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-12-20,89.59
U00842,CR00004,Advanced Python,Programming,Beginner,2.88,2025-01-26,0.0
U00843,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-01-15,276.37
U00844,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-02-05,0.0
U00845,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-08-18,53.86
U00846,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-05-27,57.32
U00847,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-10-20,0.0
U00848,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-11-27,415.51
U00848,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-08-04,0.0
U00848,CR00010,3D Modeling,Design,Advanced,4.45,2025-05-12,0.0
U00848,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-02-06,0.0
U00849,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-05-14,248.1
U00849,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-03-20,0.0
U00850,CR00007,UI/UX Design,Design,Advanced,2.61,2025-12-04,0.0
U00850,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-12-03,0.0
U00850,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-11-29,0.0
U00850,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-10-14,0.0
U00850,CR00039,Project Planning,Project Management,Advanced,1.23,2025-08-24,346.71
U00850,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-08-09,0.0
U00850,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-07-18,119.04
U00850,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-07-08,0.0
U00850,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-06-26,0.0
U00850,CR00014,Sales Mastery,Business,Advanced,3.15,2025-06-19,0.0
U00850,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-06-02,342.61
U00850,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-04-01,89.59
U00850,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-01-22,0.0
U00850,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-01-21,0.0
U00850,CR00010,3D Modeling,Design,Advanced,4.45,2025-01-04,0.0
U00851,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-06-10,0.0
U00852,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-12-17,0.0
U00852,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-11-29,490.9
U00852,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-10-17,0.0
U00852,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-10-06,0.0
U00852,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-08-16,0.0
U00852,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-06-18,415.51
U00852,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-04-26,0.0
