UserID,total_enrollments,num_categories,avg_course_per_category,enrollment_span_days,enrollment_frequency,preferred_category,preferred_level,avg_course_rating_enrolled,avg_spend,pct_paid,recency_days,beginner_share,intermediate_share,advanced_share,cat_share_Artificial_Intelligence,cat_share_Business,cat_share_Cybersecurity,cat_share_Data_Science,cat_share_Design,cat_share_Digital_Marketing,cat_share_Finance,cat_share_Machine_Learning,cat_share_Marketing,cat_share_Programming,cat_share_Project_Management,cat_share_Web_Development,Age,Gender,cluster,cluster_name,viz_x,viz_y
U00945,1,1,1.0,0,1.0,Project Management,Beginner,4.68,0.0,0.0,245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,Female,4,Beginner Explorers,-1.8007051597963404,0.8306409301783637
U00946,1,1,1.0,0,1.0,Marketing,Intermediate,4.72,0.0,0.0,117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,Female,3,Intermediate Value Seekers,-1.7378601516615462,-2.406683924633756
U00947,1,1,1.0,0,1.0,Digital Marketing,Beginner,2.14,0.0,0.0,272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Female,4,Beginner Explorers,-1.917781569312194,0.27525751081647276
U00948,3,3,1.0,256,0.3515625,Programming/Marketing/Finance,Intermediate,4.223333333333334,0.0,0.0,65,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,34,Male,3,Intermediate Value Seekers,0.5779936735108326,-1.9854104704473632
U00949,4,3,1.3333333333333333,199,0.6030150753768844,Machine Learning,Beginner,3.165,0.0,0.0,28,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,16,Male,2,Power Learners,0.9636613358527298,-1.4779852661183268
U00950,1,1,1.0,0,1.0,Digital Marketing,Intermediate,4.66,0.0,0.0,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Female,3,Intermediate Value Seekers,-1.3833266773270552,-1.208102647783792
U00951,2,2,1.0,242,0.24793388429752067,Project Management/Digital Marketing,Intermediate,4.75,171.305,0.5,111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,15,Male,3,Intermediate Value Seekers,0.8733218319361803,0.43916716149355334
U00952,2,2,1.0,27,2.0,Programming/Business,Beginner/Advanced,3.5,0.0,0.0,241,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,22,Female,4,Beginner Explorers,-0.40630578494037706,-0.41299634988490486
U00953,3,3,1.0,13,3.0,Project Management/Artificial Intelligence/Machine Learning,Intermediate,2.646666666666667,29.863333333333333,0.3333333333333333,163,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,31,Male,2,Power Learners,0.8554685960748594,0.2523565506795546
U00954,2,2,1.0,9,2.0,Marketing/Business,Intermediate/Advanced,3.36,0.0,0.0,134,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,21,Female,1,Advanced Single-Shot Learners,-0.38056588121530843,-1.6622781082090128
U00955,3,2,1.5,250,0.36,Finance,Advanced,3.3800000000000003,0.0,0.0,27,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,35,Female,2,Power Learners,0.456169434959716,-2.0292172172131155
U00956,1,1,1.0,0,1.0,Project Management,Beginner,1.51,327.99,1.0,225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,Female,4,Beginner Explorers,-0.49089452501496394,3.6380617166656477
U00957,3,2,1.5,181,0.4972375690607735,Web Development,Advanced,2.6733333333333333,70.79666666666667,0.3333333333333333,149,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,22,Male,1,Advanced Single-Shot Learners,0.8875444780748244,0.19019144837563742
U00958,2,1,2.0,52,1.1538461538461537,Digital Marketing,Beginner/Intermediate,4.550000000000001,0.0,0.0,303,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Female,4,Beginner Explorers,-1.1172620122386736,-0.737224120848093
U00959,13,9,1.4444444444444444,325,1.2,Machine Learning,Advanced,3.1107692307692307,111.08076923076922,0.46153846153846156,30,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,22,Male,2,Power Learners,3.4728401726584943,-0.7891903585744272
U00960,1,1,1.0,0,1.0,Design,Advanced,2.61,0.0,0.0,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Male,1,Advanced Single-Shot Learners,-1.3510526831121943,-1.5587728048229532
U00961,14,9,1.5555555555555556,326,1.2883435582822085,Finance/Artificial Intelligence/Machine Learning/Business/Programming,Beginner,3.2514285714285713,88.78071428571427,0.42857142857142855,26,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,31,Male,2,Power Learners,3.5973173425237492,-0.4897246477005704
U00962,1,1,1.0,0,1.0,Business,Advanced,3.15,0.0,0.0,281,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Male,1,Advanced Single-Shot Learners,-1.9529220478044167,-0.09886218478724151
U00963,2,2,1.0,82,0.7317073170731707,Marketing/Cybersecurity,Intermediate/Advanced,2.9699999999999998,0.0,0.0,140,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20,Female,3,Intermediate Value Seekers,-0.31976191911311264,-2.2865022009336187
U00964,1,1,1.0,0,1.0,Marketing,Advanced,2.98,0.0,0.0,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,Female,1,Advanced Single-Shot Learners,-1.2526475641633308,-2.3384884047900028
U00965,1,1,1.0,0,1.0,Digital Marketing,Beginner,2.14,0.0,0.0,364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Female,4,Beginner Explorers,-2.2285163524677687,0.3989527525387561
U00966,1,1,1.0,0,1.0,Programming,Intermediate,2.43,0.0,0.0,223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,Female,3,Intermediate Value Seekers,-1.889460588985147,-0.5206282946396856
U00967,14,8,1.75,326,1.2883435582822085,Project Management,Beginner/Intermediate,3.092142857142857,58.339285714285715,0.21428571428571427,27,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,15,Male,2,Power Learners,3.3187805570782634,-1.074485379972285
U00968,2,2,1.0,52,1.1538461538461537,Web Development/Machine Learning,Beginner/Intermediate,2.525,0.0,0.0,199,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,21,Male,3,Intermediate Value Seekers,-0.41674184064336994,-1.043145401272911
U00969,1,1,1.0,0,1.0,Artificial Intelligence,Beginner,1.2,248.1,1.0,304,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Male,0,Premium Explorers,-0.5815356744397793,4.194996467977751
U00970,1,1,1.0,0,1.0,Business,Beginner,1.96,285.05,1.0,241,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,1,Advanced Single-Shot Learners,-0.5805179847432184,3.2895337357937073
U00971,3,3,1.0,172,0.5232558139534884,Marketing/Artificial Intelligence/Data Science,Beginner/Intermediate/Advanced,4.12,163.63333333333333,0.3333333333333333,115,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,19,Female,2,Power Learners,1.361926137733858,0.06454878053712708
U00972,4,4,1.0,153,0.7843137254901962,Web Development/Artificial Intelligence/Programming/Finance,Beginner,3.6125,147.82999999999998,0.5,140,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,27,Female,2,Power Learners,1.7622293379917013,0.8776321233406326
U00973,1,1,1.0,0,1.0,Web Development,Advanced,4.74,57.32,1.0,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,Male,1,Advanced Single-Shot Learners,-0.3579263437484132,1.0661475702531933
U00974,1,1,1.0,0,1.0,Digital Marketing,Intermediate,4.66,0.0,0.0,211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Male,3,Intermediate Value Seekers,-1.954357524952413,-0.9611187926568114
U00975,1,1,1.0,0,1.0,Web Development,Beginner,3.32,0.0,0.0,107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35,Female,4,Beginner Explorers,-1.370603901271797,-0.007277455472368355
U00976,12,9,1.3333333333333333,306,1.1764705882352942,Cybersecurity/Business/Design,Advanced,3.1658333333333335,121.88583333333334,0.4166666666666667,21,0.25,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,30,Male,2,Power Learners,3.4722853039934187,-0.6743969946401405
U00977,1,1,1.0,0,1.0,Marketing,Advanced,2.98,0.0,0.0,108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,Female,1,Advanced Single-Shot Learners,-1.5981343831935615,-2.2323178266062973
U00978,1,1,1.0,0,1.0,Design,Beginner,4.51,0.0,0.0,209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,4,Beginner Explorers,-1.9008678260022245,-0.6701191820610877
U00979,3,3,1.0,338,0.2662721893491124,Cybersecurity/Design/Marketing,Beginner,4.1433333333333335,0.0,0.0,4,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,16,Female,2,Power Learners,0.8635301286825755,-2.1572427832856635
U00980,1,1,1.0,0,1.0,Finance,Advanced,1.59,0.0,0.0,251,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,Male,1,Advanced Single-Shot Learners,-1.9831186278424444,-0.6758554079316635
U00981,13,9,1.4444444444444444,350,1.1142857142857143,Project Management/Artificial Intelligence/Business/Design,Advanced,2.7469230769230775,110.55461538461537,0.46153846153846156,5,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,34,Male,2,Power Learners,3.6396318518447304,-0.523171778560095
U00982,1,1,1.0,0,1.0,Project Management,Advanced,1.23,346.71,1.0,144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,Female,1,Advanced Single-Shot Learners,-0.28631970225019293,2.691399763241238
U00983,1,1,1.0,0,1.0,Business,Advanced,2.0,0.0,0.0,168,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Female,1,Advanced Single-Shot Learners,-1.533032418342816,-0.1493235095834729
U00984,1,1,1.0,0,1.0,Artificial Intelligence,Intermediate,3.11,415.51,1.0,333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Male,0,Premium Explorers,-0.8109174565409409,3.2405378081357963
U00985,1,1,1.0,0,1.0,Machine Learning,Advanced,1.81,0.0,0.0,134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,Male,1,Advanced Single-Shot Learners,-1.6740706392675513,-1.3820521757927322
U00986,2,1,2.0,283,0.21201413427561838,Cybersecurity,Beginner/Advanced,3.66,0.0,0.0,25,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Male,4,Beginner Explorers,-0.14176598423601128,-1.6523080383939273
U00987,1,1,1.0,0,1.0,Digital Marketing,Beginner,4.44,0.0,0.0,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Female,4,Beginner Explorers,-1.260434499073384,-0.2761757489708965
U00988,1,1,1.0,0,1.0,Cybersecurity,Advanced,2.38,0.0,0.0,173,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Female,1,Advanced Single-Shot Learners,-1.824941542830817,-1.2883072192015212
U00989,12,9,1.3333333333333333,339,1.0619469026548671,Programming/Business/Marketing,Advanced,2.6199999999999997,82.80166666666666,0.3333333333333333,20,0.25,0.25,0.5,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,26,Male,2,Power Learners,3.415852347540284,-0.8721560193800292
U00990,1,1,1.0,0,1.0,Finance,Intermediate,4.1,0.0,0.0,165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,Male,3,Intermediate Value Seekers,-1.8472572397984532,-1.097953842610809
U00991,1,1,1.0,0,1.0,Artificial Intelligence,Intermediate,2.68,89.59,1.0,230,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Male,0,Premium Explorers,-0.6631177799224784,2.858750611254804
U00992,4,4,1.0,222,0.5405405405405405,Project Management/Business/Programming/Data Science,Advanced,2.8225000000000002,238.0775,0.75,119,0.25,0.0,0.75,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,22,Female,2,Power Learners,2.0083182994658917,1.0326402652746434
U00993,1,1,1.0,0,1.0,Business,Intermediate,2.69,326.02,1.0,35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Male,1,Advanced Single-Shot Learners,-0.04644431262601975,2.066646904599378
U00994,1,1,1.0,0,1.0,Machine Learning,Intermediate,4.73,0.0,0.0,292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,Female,3,Intermediate Value Seekers,-2.349568612628589,-1.5277911623181868
U00995,2,2,1.0,125,0.48,Cybersecurity/Web Development,Beginner/Advanced,2.29,0.0,0.0,4,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,27,Female,1,Advanced Single-Shot Learners,0.3411065818049066,-1.2958765403425598
U00996,1,1,1.0,0,1.0,Digital Marketing,Intermediate,4.66,0.0,0.0,231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Male,3,Intermediate Value Seekers,-2.012029185155279,-0.9208192134944558
U00997,15,8,1.875,299,1.5050167224080266,Digital Marketing/Design/Machine Learning,Advanced,3.1686666666666667,30.699333333333335,0.13333333333333333,50,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.2,0.2,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,34,Female,2,Power Learners,3.1942777664628164,-1.4054370681311863
U00998,2,2,1.0,32,1.875,Project Management/Data Science,Beginner/Intermediate,2.555,163.995,0.5,127,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18,Male,2,Power Learners,0.8073129557351959,1.3623753672870076
U00999,1,1,1.0,0,1.0,Design,Beginner,4.51,0.0,0.0,206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Female,4,Beginner Explorers,-1.890299432123364,-0.7114137883455489
U01000,12,7,1.7142857142857142,313,1.1501597444089458,Machine Learning/Programming,Intermediate/Advanced,3.448333333333334,95.95166666666665,0.5,40,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.0,0.25,0.08333333333333333,0.16666666666666666,16,Female,2,Power Learners,3.218324443428688,-0.5632389888254754
U01001,1,1,1.0,0,1.0,Project Management,Intermediate,3.45,0.0,0.0,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,Male,3,Intermediate Value Seekers,-1.445042386261441,-0.08625476382495287
U01002,1,1,1.0,0,1.0,Business,Advanced,3.15,0.0,0.0,211,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Male,1,Advanced Single-Shot Learners,-1.71814932718896,-0.19522571265588123
U01003,1,1,1.0,0,1.0,Business,Advanced,2.0,0.0,0.0,105,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Male,1,Advanced Single-Shot Learners,-1.3544462833135862,-0.24259463215359411
U01004,1,1,1.0,0,1.0,Artificial Intelligence,Intermediate,3.11,415.51,1.0,211,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Female,0,Premium Explorers,-0.36986279405886985,3.078007380182505
U01005,1,1,1.0,0,1.0,Finance,Intermediate,2.75,119.04,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,Male,3,Intermediate Value Seekers,-0.3101362852662271,1.1355904460448942
U01006,2,2,1.0,197,0.30456852791878175,Programming/Web Development,Intermediate/Advanced,1.8650000000000002,18.945,0.5,49,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,19,Male,2,Power Learners,0.8547612115566859,-0.014161505747244075
U01007,1,1,1.0,0,1.0,Finance,Intermediate,4.1,0.0,0.0,156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30,Male,3,Intermediate Value Seekers,-1.830148721446464,-1.1280922706659198
U01008,2,2,1.0,139,0.4316546762589928,Programming/Data Science,Beginner/Intermediate,3.24,0.0,0.0,174,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,18,Male,4,Beginner Explorers,-0.21729997404978596,-0.7180603787977828
U01009,1,1,1.0,0,1.0,Machine Learning,Advanced,3.89,0.78,1.0,332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,Female,1,Advanced Single-Shot Learners,-1.9079563025742312,0.17047278021140067
U01010,1,1,1.0,0,1.0,Design,Advanced,2.61,0.0,0.0,192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Female,1,Advanced Single-Shot Learners,-1.8680234759050243,-1.3852645658051619
U01011,1,1,1.0,0,1.0,Artificial Intelligence,Beginner,1.2,248.1,1.0,115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,0,Premium Explorers,0.0630664301323466,3.9493594718836675
U01012,1,1,1.0,0,1.0,Project Management,Beginner,1.51,327.99,1.0,254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35,Female,4,Beginner Explorers,-0.6056974175724932,3.6541767836796737
U01013,3,3,1.0,121,0.7438016528925621,Business/Design/Data Science,Advanced,2.8033333333333332,99.85666666666667,0.3333333333333333,163,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Male,1,Advanced Single-Shot Learners,1.0695666271715145,0.19165266951731463
U01014,3,3,1.0,297,0.30303030303030304,Artificial Intelligence/Design/Marketing,Advanced,3.3666666666666667,0.0,0.0,22,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,17,Male,2,Power Learners,0.924885214768625,-1.6864450571353475
U01015,15,9,1.6666666666666667,345,1.3043478260869565,Data Science,Intermediate,3.234,79.52266666666667,0.4666666666666667,6,0.2,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,29,Male,2,Power Learners,3.6769335058582295,-0.7221680959912045
U01016,2,2,1.0,58,1.0344827586206897,Web Development/Finance,Advanced,3.165,28.66,0.5,304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,27,Female,1,Advanced Single-Shot Learners,-0.08995735884841159,0.16006370281519205
U01017,2,1,2.0,43,1.3953488372093024,Business,Beginner/Intermediate,2.325,305.53499999999997,1.0,310,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Female,1,Advanced Single-Shot Learners,0.16994975496213816,2.56109271167505
U01018,1,1,1.0,0,1.0,Finance,Beginner,4.14,0.0,0.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,Female,4,Beginner Explorers,-1.2260382166025372,-0.43066955547362695
U01019,1,1,1.0,0,1.0,Finance,Beginner,4.14,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,Male,4,Beginner Explorers,-1.1944276137634375,-0.45070276326898207
U01020,12,9,1.3333333333333333,296,1.2162162162162162,Artificial Intelligence/Web Development/Digital Marketing,Intermediate,2.72,97.42916666666666,0.5,31,0.25,0.5,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,28,Male,2,Power Learners,3.4834469139497632,-0.3753078952155378
U01021,2,2,1.0,134,0.44776119402985076,Design/Web Development,Beginner,3.355,0.0,0.0,130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,29,Female,4,Beginner Explorers,-0.04366346507397828,-0.8510066387202749
U01022,13,10,1.3,343,1.1370262390670554,Web Development,Intermediate,3.6884615384615382,66.86923076923077,0.3076923076923077,11,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,17,Male,2,Power Learners,3.5437094754389804,-0.898419628501422
U01023,2,2,1.0,57,1.0526315789473684,Design/Cybersecurity,Beginner/Intermediate,4.22,0.0,0.0,261,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,3,Intermediate Value Seekers,-0.7558900607648038,-1.445611796550216
U01024,3,2,1.5,186,0.48387096774193544,Digital Marketing,Beginner/Intermediate/Advanced,4.246666666666667,162.64000000000001,0.3333333333333333,83,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,17,Female,2,Power Learners,1.1892319983302566,0.1920326886652001
U01025,1,1,1.0,0,1.0,Artificial Intelligence,Beginner,4.55,490.9,1.0,162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Male,0,Premium Explorers,-0.11336715581677076,3.7358056428054827
U01026,1,1,1.0,0,1.0,Finance,Beginner,4.14,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,Female,4,Beginner Explorers,-1.1689042699091114,-0.4776278488050395
U01027,2,2,1.0,96,0.625,Web Development/Programming,Beginner,2.3,0.0,0.0,234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,32,Male,4,Beginner Explorers,-0.3502986568475159,-0.1647723957734739
U01028,2,2,1.0,192,0.3125,Project Management/Programming,Beginner,2.195,163.995,0.5,148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,23,Female,4,Beginner Explorers,0.9494690586289218,1.7227434606925762
U01029,1,1,1.0,0,1.0,Finance,Intermediate,2.75,119.04,1.0,146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,Male,3,Intermediate Value Seekers,-0.7252390616896777,1.3192084430852187
U01030,1,1,1.0,0,1.0,Marketing,Intermediate,4.72,0.0,0.0,129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,Female,3,Intermediate Value Seekers,-1.7817587458742092,-2.395121118086819
U01031,13,8,1.625,310,1.2580645161290323,Design,Advanced,3.331538461538462,118.41384615384617,0.38461538461538464,49,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,15,Male,2,Power Learners,3.2778435896444877,-1.023006628780034
